DateTime,CLOSE
2020/3/16,1527.7404
2020/3/17,1526.3592
2020/3/18,1500.69
2020/3/19,1496.2362
2020/3/20,1495.4071
2020/3/23,1402.8661
2020/3/24,1427.9052
2020/3/25,1484.5114
2020/3/26,1451.9241
2020/3/27,1452.0407
2020/3/30,1437.1416
2020/3/31,1439.9815
2020/4/1,1448.2228
2020/4/2,1488.1718
2020/4/3,1461.1272
2020/4/7,1507.6587
2020/4/8,1497.409
2020/4/9,1495.1985
2020/4/10,1462.8415
2020/4/13,1436.7117
2020/4/14,1503.2911
2020/4/15,1508.2414
2020/4/16,1538.5933
2020/4/17,1559.0189
2020/4/20,1561.2273
2020/4/21,1539.3935
2020/4/22,1554.0978
2020/4/23,1529.4973
2020/4/24,1517.4574
2020/4/27,1521.7489
2020/4/28,1527.7905
2020/4/29,1527.9789
2020/4/30,1587.1377
2020/5/6,1614.9621
2020/5/7,1606.8088
2020/5/8,1616.8319
2020/5/11,1596.328
2020/5/12,1606.2279
2020/5/13,1612.8029
2020/5/14,1583.0825
2020/5/15,1602.7116
2020/5/18,1583.6625
2020/5/19,1605.7996
2020/5/20,1622.8239
2020/5/21,1588.915
2020/5/22,1549.799
2020/5/25,1544.1145
2020/5/26,1583.2548
2020/5/27,1578.3376
2020/5/28,1566.2741
2020/5/29,1581.8023
2020/6/1,1639.1454
2020/6/2,1638.0906
2020/6/3,1628.7106
2020/6/4,1637.3476
2020/6/5,1643.8545
2020/6/8,1655.1507
2020/6/9,1663.8212
2020/6/10,1669.5472
2020/6/11,1692.4759
2020/6/12,1675.2577
2020/6/15,1677.1948
2020/6/16,1708.4969
2020/6/17,1697.0372
2020/6/18,1710.5055
2020/6/19,1747.5862
2020/6/22,1770.9057
2020/6/23,1781.3603
2020/6/24,1790.3771
2020/6/29,1801.7766
2020/6/30,1823.6818
2020/7/1,1829.3952
2020/7/2,1842.1463
2020/7/3,1870.6598
2020/7/6,1960.2764
2020/7/7,2015.5145
2020/7/8,2058.1051
2020/7/9,2103.3294
2020/7/10,2080.4132
2020/7/13,2186.9003
2020/7/14,2135.9057
2020/7/15,2099.36
2020/7/16,1990.6653
2020/7/17,1992.5575
2020/7/20,2075.2654
2020/7/21,2090.6945
2020/7/22,2094.4549
2020/7/23,2144.7212
2020/7/24,2029.8558
2020/7/27,2037.54
2020/7/28,2049.3155
2020/7/29,2111.1471
2020/7/30,2150.2397
2020/7/31,2181.245
2020/8/3,2220.6669
2020/8/4,2202.9979
2020/8/5,2211.6716
2020/8/6,2184.2229
2020/8/7,2176.5169
2020/8/10,2184.3665
2020/8/11,2150.4352
2020/8/12,2131.3337
2020/8/13,2138.4965
2020/8/14,2150.6776
2020/8/17,2167.263
2020/8/18,2179.9933
2020/8/19,2114.5978
2020/8/20,2068.3711
2020/8/21,2092.6593
2020/8/24,2150.7792
2020/8/25,2132.6449
2020/8/26,2070.0018
2020/8/27,2116.1412
2020/8/28,2152.8672
2020/8/31,2142.9201
2020/9/1,2193.1703
2020/9/2,2191.5026
2020/9/3,2168.1738
2020/9/4,2151.9962
2020/9/7,2086.6732
2020/9/8,2099.1631
2020/9/9,2038.9656
2020/9/10,2012.5951
2020/9/11,2107.633
2020/9/14,2162.2957
2020/9/15,2179.6313
2020/9/16,2198.4193
2020/9/17,2233.4068
2020/9/18,2238.4618
2020/9/21,2222.3177
2020/9/22,2177.5863
2020/9/23,2235.4518
2020/9/24,2135.2282
2020/9/25,2146.9921
2020/9/28,2171.6964
2020/9/29,2202.6182
2020/9/30,2215.879
2020/10/9,2370.5557
2020/10/12,2438.4888
2020/10/13,2458.9275
2020/10/14,2460.0408
2020/10/15,2429.1616
2020/10/16,2377.2982
2020/10/19,2324.5361
2020/10/20,2377.8961
2020/10/21,2322.0748
2020/10/22,2313.7941
2020/10/23,2267.62
2020/10/26,2323.3072
2020/10/27,2342.2597
2020/10/28,2379.2201
2020/10/29,2387.7746
2020/10/30,2377.0474
2020/11/2,2437.7361
2020/11/3,2432.0179
2020/11/4,2419.9267
2020/11/5,2523.5612
2020/11/6,2481.8127
2020/11/9,2526.9207
2020/11/10,2530.5981
2020/11/11,2465.4801
2020/11/12,2467.5403
2020/11/13,2461.4051
2020/11/16,2469.8341
2020/11/17,2410.6021
2020/11/18,2368.943
2020/11/19,2392.7067
2020/11/20,2456.6204
2020/11/23,2519.0976
2020/11/24,2534.572
2020/11/25,2495.0693
2020/11/26,2485.9661
2020/11/27,2479.0399
2020/11/30,2466.1434
2020/12/1,2498.1994
2020/12/2,2477.3834
2020/12/3,2461.9226
2020/12/4,2486.1118
2020/12/7,2525.7287
2020/12/8,2566.4298
2020/12/9,2542.5113
2020/12/10,2579.7358
2020/12/11,2545.2152
2020/12/14,2629.8658
2020/12/15,2678.514
2020/12/16,2692.2753
2020/12/17,2705.2135
2020/12/18,2770.4494
2020/12/21,2936.7088
2020/12/22,2867.4196
2020/12/23,2986.3191
2020/12/24,2956.1645
2020/12/25,3082.3914
2020/12/28,3079.041
2020/12/29,2914.8785
2020/12/30,3019.6659
2020/12/31,3085.8088
2021/1/4,3316.9858
2021/1/5,3335.7856
2021/1/6,3334.1895
2021/1/7,3447.8543
2021/1/8,3381.8285
2021/1/11,3233.2524
2021/1/12,3340.9708
2021/1/13,3265.307
2021/1/14,3171.1955
2021/1/15,3214.6177
2021/1/18,3261.138
2021/1/19,3166.6791
2021/1/20,3307.5978
2021/1/21,3411.91
2021/1/22,3545.2763
2021/1/25,3535.2907
2021/1/26,3466.3996
2021/1/27,3570.7063
2021/1/28,3388.8669
2021/1/29,3299.4208
2021/2/1,3255.9335
2021/2/2,3369.01
2021/2/3,3368.3292
2021/2/4,3324.2035
2021/2/5,3260.9507
2021/2/8,3305.4607
2021/2/9,3421.7508
2021/2/10,3486.5014
2021/2/18,3458.8652
2021/2/19,3394.0314
2021/2/22,3323.9349
2021/2/23,3305.1901
2021/2/24,3155.1865
2021/2/25,3111.8349
2021/2/26,3057.0825
2021/3/1,3165.5734
2021/3/2,3157.8082
2021/3/3,3162.8907
2021/3/4,2955.0856
2021/3/5,2951.3338
2021/3/8,2796.4318
2021/3/9,2726.647
2021/3/10,2773.0118
2021/3/11,2869.2133
2021/3/12,2916.8158
2021/3/15,2802.1162
2021/3/16,2817.3079
2021/3/17,2862.6182
2021/3/18,2890.3239
2021/3/19,2799.9179
2021/3/22,2845.4033
2021/3/23,2763.2823
2021/3/24,2698.726
2021/3/25,2703.2887
2021/3/26,2833.6228
2021/3/29,2805.9939
2021/3/30,2866.044
2021/3/31,2849.5591
2021/4/1,2890.5302
2021/4/2,2893.4243
2021/4/6,2937.6367
2021/4/7,2891.7108
2021/4/8,2863.0848
2021/4/9,2812.8166
2021/4/12,2733.8668
2021/4/13,2742.6608
2021/4/14,2831.5367
2021/4/15,2836.9264
2021/4/16,2815.2598
2021/4/19,2955.0224
2021/4/20,2965.8994
2021/4/21,2953.5715
2021/4/22,2965.0556
2021/4/23,3009.2706
2021/4/26,2969.0525
2021/4/27,2948.3864
2021/4/28,3015.8317
2021/4/29,3019.9744
2021/4/30,3096.9458
2021/5/6,3083.119
2021/5/7,3002.4437
2021/5/10,3038.7264
2021/5/11,2992.7174
2021/5/12,2991.1288
2021/5/13,2923.9273
2021/5/14,2988.5975
2021/5/17,3093.5759
2021/5/18,3084.2267
2021/5/19,3155.5937
2021/5/20,3143.6336
2021/5/21,3151.705
2021/5/24,3167.9874
2021/5/25,3204.7139
2021/5/26,3155.6416
2021/5/27,3170.8502
2021/5/28,3267.0165
2021/5/31,3424.162
2021/6/1,3382.8485
2021/6/2,3359.6355
2021/6/3,3302.2034
2021/6/4,3355.5794
2021/6/7,3295.7625
2021/6/8,3270.0717
2021/6/9,3288.095
2021/6/10,3433.7641
2021/6/11,3491.1974
2021/6/15,3451.88
2021/6/16,3255.2394
2021/6/17,3331.1083
2021/6/18,3451.2274
2021/6/21,3508.9333
2021/6/22,3518.1011
2021/6/23,3589.7584
2021/6/24,3617.3297
2021/6/25,3662.425
2021/6/28,3722.2672
2021/6/29,3775.9091
2021/6/30,3848.3775
2021/7/1,3754.3428
2021/7/2,3715.8807
2021/7/5,3803.9223
2021/7/6,3770.9553
2021/7/7,3998.7497
2021/7/8,4079.1755
2021/7/9,4134.789
2021/7/12,4286.6069
2021/7/13,4308.834
2021/7/14,4167.8928
2021/7/15,4303.1222
2021/7/16,4173.6019
2021/7/19,4112.3707
2021/7/20,4164.104
2021/7/21,4374.2379
2021/7/22,4441.1513
2021/7/23,4410.8598
2021/7/26,4370.2125
2021/7/27,4086.3203
2021/7/28,4099.8116
2021/7/29,4391.8069
2021/7/30,4422.5709
2021/8/2,4476.1426
2021/8/3,4268.6707
2021/8/4,4588.4052
2021/8/5,4604.6121
2021/8/6,4671.7316
2021/8/9,4531.6451
2021/8/10,4500.9484
2021/8/11,4550.0703
2021/8/12,4538.4225
2021/8/13,4484.707
2021/8/16,4344.8731
2021/8/17,4313.1746
2021/8/18,4298.2142
2021/8/19,4405.5779
2021/8/20,4394.6307
2021/8/23,4513.8833
2021/8/24,4626.5114
2021/8/25,4726.9929
2021/8/26,4647.3849
2021/8/27,4744.2141
2021/8/30,4905.6762
2021/8/31,4853.1494
2021/9/1,4579.411
2021/9/2,4726.0893
2021/9/3,4564.6082
2021/9/6,4607.3201
2021/9/7,4735.6145
2021/9/8,4642.4372
2021/9/9,4657.4461
2021/9/10,4709.0425
2021/9/13,4622.9961
2021/9/14,4684.9815
2021/9/15,4795.2054
2021/9/16,4547.2631
2021/9/17,4567.642
2021/9/22,4599.0597
2021/9/23,4598.149
2021/9/24,4652.5652
2021/9/27,4564.557
2021/9/28,4499.458
2021/9/29,4426.0786
2021/9/30,4575.0213
2021/10/8,4460.1177
2021/10/11,4412.4548
2021/10/12,4330.8775
2021/10/13,4489.8544
2021/10/14,4550.0811
2021/10/15,4665.3762
2021/10/18,4785.5046
2021/10/19,4790.5124
2021/10/20,4877.294
2021/10/21,4807.6769
2021/10/22,4729.2373
2021/10/25,4910.8366
2021/10/26,4894.8579
2021/10/27,5017.4695
2021/10/28,4953.0467
2021/10/29,5066.4622
2021/11/1,5015.7657
2021/11/2,4984.5553
2021/11/3,4859.2609
2021/11/4,4960.2792
2021/11/5,4862.3989
2021/11/8,5018.5123
2021/11/9,5052.678
2021/11/10,4968.9449
2021/11/11,4966.0909
2021/11/12,4997.6445
2021/11/15,4812.052
2021/11/16,4729.3196
2021/11/17,4858.0058
2021/11/18,4852.249
2021/11/19,4917.8641
2021/11/22,5096.5237
2021/11/23,5052.6498
2021/11/24,4948.2555
2021/11/25,4886.0705
2021/11/26,4957.7565
2021/11/29,5041.5209
2021/11/30,5049.3569
2021/12/1,4992.18
2021/12/2,4968.1479
2021/12/3,4977.77
2021/12/6,4872.5165
2021/12/7,4785.3508
2021/12/8,4870.0271
2021/12/9,4838.3136
2021/12/10,4918.0362
2021/12/13,4929.5313
2021/12/14,4877.1343
2021/12/15,4845.3308
2021/12/16,4874.0012
2021/12/17,4740.5812
2021/12/20,4532.4673
2021/12/21,4541.268
2021/12/22,4557.6182
2021/12/23,4584.8481
2021/12/24,4398.0037
2021/12/27,4398.9724
2021/12/28,4512.9615
2021/12/29,4498.0426
2021/12/30,4504.429
2021/12/31,4608.6348
2022/1/4,4444.7407
2022/1/5,4274.1747
2022/1/6,4279.8493
2022/1/7,4185.6599
2022/1/10,4163.4254
2022/1/11,4110.4799
2022/1/12,4270.008
2022/1/13,4204.1516
2022/1/14,4260.1819
2022/1/17,4319.5418
2022/1/18,4291.8254
2022/1/19,4165.2262
2022/1/20,4133.4701
2022/1/21,4131.429
2022/1/24,4243.4737
2022/1/25,4138.831
2022/1/26,4219.686
2022/1/27,4092.7671
2022/1/28,4053.6826
2022/2/7,4099.5471
2022/2/8,3953.1531
2022/2/9,3976.5767
2022/2/10,3863.7606
2022/2/11,3773.4315
2022/2/14,3789.3733
2022/2/15,3943.0634
2022/2/16,3938.4715
2022/2/17,4047.1278
2022/2/18,4000.0119
2022/2/21,3984.7512
2022/2/22,4016.1322
2022/2/23,4155.5506
2022/2/24,4125.3901
2022/2/25,4223.2328
2022/2/28,4310.007
2022/3/1,4295.2199
2022/3/2,4249.4136
2022/3/3,4170.7155
2022/3/4,4096.2096
2022/3/7,3970.338
2022/3/8,3884.2813
2022/3/9,3889.2981
2022/3/10,4056.7023
2022/3/11,4020.599
2022/3/14,3893.4415
2022/3/15,3820.7611
2022/3/16,4024.1995
2022/3/17,4049.5732
2022/3/18,4020.1636
2022/3/21,4063.4389
2022/3/22,4000.3294
2022/3/23,4009.3644
2022/3/24,3951.8507
2022/3/25,3833.16
2022/3/28,3772.7178
2022/3/29,3784.2267
2022/3/30,3924.8716
2022/3/31,3800.2074
2022/4/1,3819.4021
2022/4/6,3714.3988
2022/4/7,3660.3545
2022/4/8,3631.2386
2022/4/11,3433.2774
2022/4/12,3473.5579
2022/4/13,3429.8998
2022/4/14,3400.5866
2022/4/15,3354.4814
2022/4/18,3435.9266
2022/4/19,3425.8111
2022/4/20,3288.5943
2022/4/21,3148.6952
2022/4/22,3119.7433
2022/4/25,2889.4878
2022/4/26,2827.9784
2022/4/27,3064.3769
2022/4/28,3106.2699
2022/4/29,3243.5336
2022/5/5,3237.8678
2022/5/6,3176.9141
2022/5/9,3197.8568
2022/5/10,3295.7053
2022/5/11,3432.3686
2022/5/12,3399.524
2022/5/13,3417.1695
2022/5/16,3377.7426
2022/5/17,3498.1167
2022/5/18,3531.777
2022/5/19,3650.5896
2022/5/20,3691.12
2022/5/23,3686.6864
2022/5/24,3554.2983
2022/5/25,3572.9828
2022/5/26,3576.3022
2022/5/27,3566.9717
2022/5/30,3602.5013
2022/5/31,3681.6724
2022/6/1,3698.6501
2022/6/2,3787.2049
2022/6/6,3985.5012
2022/6/7,3979.9336
2022/6/8,3998.4991
2022/6/9,3932.8443
2022/6/10,4037.6834
2022/6/13,4079.6294
2022/6/14,4043.4614
2022/6/15,4016.1185
2022/6/16,4071.4988
2022/6/17,4219.9057
2022/6/20,4293.4038
2022/6/21,4237.7431
2022/6/22,4268.9596
2022/6/23,4372.3997
2022/6/24,4466.2763
2022/6/27,4493.81
2022/6/28,4571.2577
2022/6/29,4377.4555
2022/6/30,4481.2575
2022/7/1,4469.737
2022/7/4,4557.6766
2022/7/5,4593.0386
2022/7/6,4562.2561
2022/7/7,4692.1338
2022/7/8,4566.5778
2022/7/11,4427.8312
2022/7/12,4364.6213
2022/7/13,4472.6135
2022/7/14,4589.9346
2022/7/15,4530.5388
2022/7/18,4549.5477
2022/7/19,4449.54
2022/7/20,4472.6912
2022/7/21,4389.9442
2022/7/22,4410.7122
2022/7/25,4321.7355
2022/7/26,4382.2645
2022/7/27,4440.3993
2022/7/28,4396.2962
2022/7/29,4370.2332
2022/8/1,4466.0176
2022/8/2,4362.7949
2022/8/3,4227.5907
2022/8/4,4225.5557
2022/8/5,4264.3486
2022/8/8,4293.036
2022/8/9,4385.4795
2022/8/10,4341.2933
2022/8/11,4383.3075
2022/8/12,4313.1365
2022/8/15,4455.7267
2022/8/16,4481.8611
2022/8/17,4503.2055
2022/8/18,4528.6556
2022/8/19,4396.5798
2022/8/22,4468.7874
2022/8/23,4499.9834
2022/8/24,4330.6404
2022/8/25,4242.0635
2022/8/26,4218.3723
2022/8/29,4225.7034
2022/8/30,4175.0977
2022/8/31,3995.7682
2022/9/1,3953.5524
2022/9/2,3916.4322
2022/9/5,3944.0765
2022/9/6,4055.7574
2022/9/7,4116.969
2022/9/8,4056.2751
2022/9/9,4058.9526
2022/9/13,4054.5712
2022/9/14,3973.8594
2022/9/15,3758.6373
2022/9/16,3691.7178
2022/9/19,3693.8107
2022/9/20,3795.0659
2022/9/21,3772.1005
2022/9/22,3770.6238
2022/9/23,3731.8479
2022/9/26,3775.091
2022/9/27,3792.6857
2022/9/28,3644.091
2022/9/29,3698.2013
2022/9/30,3581.73
2022/10/10,3496.318
2022/10/11,3579.6843
2022/10/12,3715.3182
2022/10/13,3681.4088
2022/10/14,3801.2382
2022/10/17,3762.1043
2022/10/18,3774.144
2022/10/19,3748.5895
2022/10/20,3648.6137
2022/10/21,3651.2416
2022/10/24,3589.8497
2022/10/25,3652.6793
2022/10/26,3695.9001
2022/10/27,3647.4879
2022/10/28,3501.1984
2022/10/31,3481.3001
2022/11/1,3625.1354
2022/11/2,3685.1624
2022/11/3,3678.1868
2022/11/4,3864.9227
2022/11/7,3872.1744
2022/11/8,3848.2581
2022/11/9,3773.4583
2022/11/10,3676.5789
2022/11/11,3725.2014
2022/11/14,3607.4835
2022/11/15,3683.2647
2022/11/16,3607.0531
2022/11/17,3547.5167
2022/11/18,3546.8134
2022/11/21,3576.8276
2022/11/22,3493.2358
2022/11/23,3559.3148
2022/11/24,3556.2161
2022/11/25,3474.8568
2022/11/28,3452.9457
2022/11/29,3458.8699
2022/11/30,3496.0917
2022/12/1,3546.676
2022/12/2,3557.9672
2022/12/5,3495.5636
2022/12/6,3509.4984
2022/12/7,3552.3953
2022/12/8,3564.4561
2022/12/9,3553.2797
2022/12/12,3495.0464
2022/12/13,3423.581
2022/12/14,3397.1801
2022/12/15,3466.5235
2022/12/16,3393.3909
2022/12/19,3398.9807
2022/12/20,3362.8971
2022/12/21,3315.5726
2022/12/22,3229.5806
2022/12/23,3191.0339
2022/12/26,3326.1329
2022/12/27,3365.904
2022/12/28,3347.4251
2022/12/29,3333.3581
2022/12/30,3313.5794
2023/1/3,3355.5913
2023/1/4,3281.3238
2023/1/5,3374.7252
2023/1/6,3482.6016
2023/1/9,3497.0192
2023/1/10,3525.3992
2023/1/11,3476.7693
2023/1/12,3520.1838
2023/1/13,3513.9923
2023/1/16,3537.7518
2023/1/17,3554.9784
2023/1/18,3572.0251
2023/1/19,3560.3401
2023/1/20,3634.0389
2023/1/30,3701.7518
2023/1/31,3705.9179
2023/2/1,3733.4534
2023/2/2,3693.8113
2023/2/3,3630.2967
2023/2/6,3588.185
2023/2/7,3580.5305
2023/2/8,3578.5541
2023/2/9,3611.7974
2023/2/10,3556.6999
2023/2/13,3569.3081
2023/2/14,3556.0635
2023/2/15,3530.762
2023/2/16,3465.2362
2023/2/17,3386.8366
2023/2/20,3416.0845
2023/2/21,3438.973
2023/2/22,3405.1608
2023/2/23,3452.5325
2023/2/24,3402.5498
2023/2/27,3391.0245
2023/2/28,3404.3004
2023/3/1,3395.7846
2023/3/2,3341.7796
2023/3/3,3341.4115
2023/3/6,3408.652
2023/3/7,3366.2486
2023/3/8,3339.9139
2023/3/9,3327.3624
2023/3/10,3298.1135
2023/3/13,3259.3239
2023/3/14,3222.2903
2023/3/15,3220.5003
2023/3/16,3109.4789
2023/3/17,3087.3679
2023/3/20,3111.1083
2023/3/21,3159.0621
2023/3/22,3169.5637
2023/3/23,3154.4561
2023/3/24,3163.5399
2023/3/27,3190.382
2023/3/28,3148.1007
2023/3/29,3161.8425
2023/3/30,3188.2954
2023/3/31,3194.3553
2023/4/3,3212.0733
2023/4/4,3142.226
2023/4/6,3144.4384
2023/4/7,3146.0504
2023/4/10,3210.0802
2023/4/11,3205.7823
2023/4/12,3149.4878
2023/4/13,3127.7767
2023/4/14,3177.1568
2023/4/17,3205.1848
2023/4/18,3225.9901
2023/4/19,3188.6678
2023/4/20,3099.1743
2023/4/21,3071.923
2023/4/24,3002.3406
2023/4/25,2899.6446
2023/4/26,3050.9653
2023/4/27,3055.3648
2023/4/28,3035.7915
2023/5/4,3015.6888
2023/5/5,2968.3152
2023/5/8,2991.7466
2023/5/9,2937.3371
2023/5/10,2992.6702
2023/5/11,3032.0636
2023/5/12,2984.5104
2023/5/15,3089.5482
2023/5/16,3090.4431
2023/5/17,3083.1979
2023/5/18,3030.7756
2023/5/19,3014.5382
2023/5/22,3033.0312
2023/5/23,3004.4294
2023/5/24,3018.0148
2023/5/25,3031.6982
2023/5/26,2965.0506
2023/5/29,2893.6043
2023/5/30,2893.1795
2023/5/31,2842.7863
2023/6/1,2838.5416
2023/6/2,2894.1078
2023/6/5,2839.0196
2023/6/6,2805.7224
2023/6/7,2746.368
2023/6/8,2754.8663
2023/6/9,2783.5629
2023/6/12,2789.6805
2023/6/13,2779.8931
2023/6/14,2746.746
2023/6/15,2885.127
2023/6/16,2914.5128
2023/6/19,2886.1422
2023/6/20,2885.2967
2023/6/21,2844.4216
2023/6/26,2854.734
2023/6/27,2863.3708
2023/6/28,2886.7575
2023/6/29,2869.8213
2023/6/30,2914.685
2023/7/3,2929.2853
2023/7/4,2910.4366
2023/7/5,2885.6306
2023/7/6,2858.1369
2023/7/7,2820.2836
2023/7/10,2901.5193
2023/7/11,2891.7855
2023/7/12,2901.9581
2023/7/13,2922.2204
2023/7/14,2875.9748
2023/7/17,2847.1716
2023/7/18,2826.3979
2023/7/19,2792.2765
2023/7/20,2787.9248
2023/7/21,2760.6388
2023/7/24,2721.8298
2023/7/25,2783.6869
2023/7/26,2786.2411
2023/7/27,2767.6066
2023/7/28,2797.5161
2023/7/31,2833.0669
2023/8/1,2807.6656
2023/8/2,2795.4681
2023/8/3,2833.3243
2023/8/4,2857.9738
2023/8/7,2840.8061
2023/8/8,2823.8919
2023/8/9,2812.9461
2023/8/10,2832.282
2023/8/11,2769.1387
2023/8/14,2734.9889
2023/8/15,2686.3852
2023/8/16,2659.5008
2023/8/17,2665.8994
2023/8/18,2638.454
2023/8/21,2579.1619
2023/8/22,2547.7798
2023/8/23,2476.5316
2023/8/24,2504.2656
2023/8/25,2485.4248
2023/8/28,2501.4945
2023/8/29,2557.4359
2023/8/30,2550.2795
2023/8/31,2518.9961
2023/9/1,2519.333
2023/9/4,2544.369
2023/9/5,2551.577
2023/9/6,2530.7086
2023/9/7,2463.7876
2023/9/8,2429.6808
2023/9/11,2447.9698
2023/9/12,2453.0737
2023/9/13,2424.0194
2023/9/14,2396.3899
2023/9/15,2370.5947
2023/9/18,2400.9957
2023/9/19,2371.1347
2023/9/20,2342.5899
2023/9/21,2318.7747
2023/9/22,2356.9888
2023/9/25,2347.0712
2023/9/26,2322.7683
2023/9/27,2372.5259
2023/9/28,2370.89
2023/10/9,2347.4263
2023/10/10,2332.6373
2023/10/11,2329.4879
2023/10/12,2389.1453
2023/10/13,2344.9868
2023/10/16,2290.4267
2023/10/17,2302.9026
2023/10/18,2265.829
2023/10/19,2235.6345
2023/10/20,2261.0385
2023/10/23,2189.1189
2023/10/24,2202.9341
2023/10/25,2191.8315
2023/10/26,2173.202
2023/10/27,2256.2792
2023/10/30,2278.6242
2023/10/31,2247.5464
2023/11/1,2227.0431
2023/11/2,2183.7011
2023/11/3,2213.0741
2023/11/6,2285.8159
2023/11/7,2275.0071
2023/11/8,2276.8906
2023/11/9,2304.0834
2023/11/10,2275.3064
2023/11/13,2280.0423
2023/11/14,2267.8279
2023/11/15,2301.9775
2023/11/16,2246.5579
2023/11/17,2247.7053
2023/11/20,2249.1472
2023/11/21,2234.5077
2023/11/22,2185.7377
2023/11/23,2193.8476
2023/11/24,2160.3891
2023/11/27,2122.5427
2023/11/28,2130.4488
2023/11/29,2097.3693
2023/11/30,2086.6399
2023/12/1,2074.8779
2023/12/4,2057.0233
2023/12/5,2031.7333
2023/12/6,2077.3525
2023/12/7,2060.7059
2023/12/8,2057.3124
2023/12/11,2058.4731
2023/12/12,2046.3829
2023/12/13,1995.0718
2023/12/14,1985.0485
2023/12/15,1988.9764
2023/12/18,1943.8451
2023/12/19,1956.9422
2023/12/20,1936.7351
2023/12/21,1988.5804
2023/12/22,2019.4093
2023/12/25,2028.6254
2023/12/26,2019.5695
2023/12/27,2001.6638
2023/12/28,2131.6523
2023/12/29,2125.573
2024/1/2,2085.6538
2024/1/3,2091.904
2024/1/4,2052.5084
2024/1/5,2025.5103
2024/1/8,2004.9363
2024/1/9,2030.6832
2024/1/10,2048.9428
2024/1/11,2100.4445
2024/1/12,2099.2625
2024/1/15,2067.2679
2024/1/16,2093.6019
2024/1/17,2027.8946
2024/1/18,2084.7589
2024/1/19,2055.826
2024/1/22,1993.8891
2024/1/23,2015.4539
2024/1/24,2002.6876
2024/1/25,2035.6673
2024/1/26,1998.6966
2024/1/29,1905.6869
2024/1/30,1855.3131
2024/1/31,1820.7925
2024/2/1,1823.3024
2024/2/2,1761.986
2024/2/5,1727.0814
2024/2/6,1835.8019
2024/2/7,1879.6055
2024/2/8,1915.3357
2024/2/19,1910.8578
2024/2/20,1900.0867
2024/2/21,1923.4279
2024/2/22,1935.2849
2024/2/23,1954.6169
2024/2/26,1940.2634
2024/2/27,1968.5023
2024/2/28,1943.6813
2024/2/29,2012.9868
2024/3/1,2023.8716
2024/3/4,2031.076
2024/3/5,2002.609
2024/3/6,2034.4134
2024/3/7,1991.0796
2024/3/8,2030.198
2024/3/11,2144.8781
2024/3/12,2143.1628
2024/3/13,2129.1849
2024/3/14,2103.173
2024/3/15,2095.9687
2024/3/18,2145.0944
2024/3/19,2116.1172
2024/3/20,2120.1119
2024/3/21,2095.9794
2024/3/22,2041.5918
2024/3/25,2009.1224
2024/3/26,2050.9664
2024/3/27,1987.9789
2024/3/28,2003.3912
2024/3/29,2019.4443
2024/4/1,2082.9144
2024/4/2,2101.7218
2024/4/3,2089.1104
2024/4/8,2050.2625
2024/4/9,2092.0355
2024/4/10,2055.832
2024/4/11,2048.3476
2024/4/12,1996.2437
2024/4/15,2024.99
2024/4/16,1962.3186
2024/4/17,2005.7467
2024/4/18,1997.115
2024/4/19,1949.3911
2024/4/22,1940.2184
2024/4/23,1912.6795
2024/4/24,1892.899
2024/4/25,1898.6597
2024/4/26,1934.3156
2024/4/29,2016.8245
2024/4/30,1974.9869
2024/5/6,2012.7495
2024/5/7,2018.5239
2024/5/8,1984.3984
2024/5/9,2043.0589
2024/5/10,2018.0174
2024/5/13,2002.117
2024/5/14,1988.0229
2024/5/15,1968.0807
2024/5/16,1962.5812
2024/5/17,1978.8919
2024/5/20,1985.8827
2024/5/21,1962.1496
2024/5/22,2030.2855
2024/5/23,1986.8054
2024/5/24,1965.8427
2024/5/27,1963.2407
2024/5/28,1953.4223
2024/5/29,1987.4275
2024/5/30,1980.8328
2024/5/31,1956.5464
2024/6/3,1955.9111
2024/6/4,1984.9153
2024/6/5,1966.5894
2024/6/6,1931.0533
2024/6/7,1894.8341
2024/6/11,1892.231
2024/6/12,1884.1794
2024/6/13,1878.6625
2024/6/14,1871.7067
2024/6/17,1879.8488
2024/6/18,1882.468
2024/6/19,1848.2695
2024/6/20,1808.723
2024/6/21,1796.5568
2024/6/24,1768.3037
2024/6/25,1736.5029
2024/6/26,1766.0578
2024/6/27,1728.4023
2024/6/28,1714.973
2024/7/1,1724.1181
2024/7/2,1700.1588
2024/7/3,1701.0947
2024/7/4,1672.1555
2024/7/5,1677.0334
2024/7/8,1641.5297
2024/7/9,1650.4103
2024/7/10,1645.4387
2024/7/11,1703.9353
2024/7/12,1709.6192
2024/7/15,1695.3923
2024/7/16,1723.4948
2024/7/17,1718.8673
2024/7/18,1740.6049
2024/7/19,1757.2465
2024/7/22,1755.152
2024/7/23,1715.4629
2024/7/24,1700.058
2024/7/25,1732.6314
2024/7/26,1747.5264
2024/7/29,1712.0705
2024/7/30,1703.5083
2024/7/31,1745.5962
2024/8/1,1723.1197
2024/8/2,1700.3121
2024/8/5,1682.0253
2024/8/6,1718.4627
2024/8/7,1715.6882
2024/8/8,1705.3349
2024/8/9,1682.07
2024/8/12,1674.6919
2024/8/13,1687.8228
2024/8/14,1665.7448
2024/8/15,1682.0696
2024/8/16,1662.6801
2024/8/19,1656.073
2024/8/20,1641.5295
2024/8/21,1634.8444
2024/8/22,1620.233
2024/8/23,1610.4419
2024/8/26,1639.3609
2024/8/27,1624.1391
2024/8/28,1625.6613
